train_loss	test_loss
1.2388170698953065	1.2397305717112117
1.2253593477264713	1.2364362262343964
1.2215466857684487	1.231988607625249
1.219197103037055	1.2303177453917586
1.2177096530935425	1.2299539126548529
1.2166656024937326	1.2278877891198234
1.215866627775366	1.2268739600399223
1.215194444080499	1.2267476243102204
1.2146548662179681	1.2251242264919755
1.2142618030290966	1.2260719330479
1.2138060757874503	1.2257136116631298
1.213469633445927	1.2242196860649774
1.2131987898175993	1.2248285065548055
1.2129316282533604	1.224062165506648
1.2126987881532822	1.2236347850180265
1.2125322100683595	1.2235585114273293
1.2123469100287771	1.2231772097561864
1.2121485358238167	1.2232597631290245
1.2119911020936014	1.2235197877735517
1.2118437133432216	1.2230663954469674
1.2116819764440936	1.2238042111960683
1.2115747010855498	1.22316483615345
1.211429552096808	1.2227420168793548
1.2113349412131353	1.2224215240894016
1.2112514460361015	1.2226550499680626
1.2112360569543676	1.2219542117287014
1.2109977324241223	1.2226897880991465
1.2109257463763603	1.2219797651302764
1.2108316084312716	1.2218546808013282
1.2107539531010403	1.222376633976505
1.210718664443423	1.222176672264748
1.2106101426296627	1.2221951205206114
1.2105216526167353	1.2227952694991813
1.2104855454898127	1.222293561548613
1.210400250450497	1.2221291155983303
1.2103939455234938	1.2219244517478705
1.2102587022477107	1.2220133583822685
1.2101630234812215	1.2209696210024268
1.210168234385228	1.2218199976994288
1.4082083914297763	1.2762033466481568
1.2273865986901817	1.2215699483250186
1.2100252029551646	1.2209950197534443
1.2099629213641097	1.2227174091141253
1.2099369611174582	1.2209382911440743
1.609806043733902	1.2883274955373583
1.2435048629919025	1.2233234227198289
1.2107847155477418	1.222457272927296
1.2103059441659163	1.221578883209664
1.550900236084257	1.605547176159269
1.4807130759535678	1.2493053590608336
